Customer_ID|Age|Annual_Income|Credit_Score|Loan_Amount|Loan_Term_Months|Loan_Officer_Note|Default_Status|Occupation|Has_Asset|Risk_Flag|DTI_Ratio|Log_Income
CUST-0587|45|22000|670|60000|36|New graduate received academic scholarship unexpected inheritance boosting finances substantially|0|Education|1|0|2.7271487659651834|9.99884318585288
CUST-2334|35|78000|770|130000|48|Dentist facing declining practice due to market saturation struggles despite good credit score|1|Medical|0|1|1.6666452994192382|11.264476926102367
CUST-6621|26|52000|650|115000|36|Retiree dealing with recent divorce adjustments finds it tough maintain financial stability even though health insurer covers major expenses|1|Retired|0|1|2.2114959327705237|10.859018228147887
CUST-4489|59|88000|810|140000|24|Software developer secures venture capital deal ensuring stable personal investment portfolio amidst uncertain employment future|0|Tech|1|0|1.5908910126021296|11.385103457032141
CUST-0998|47|34000|640|85000|48|Plumber who recently inherited estate continues his trade while managing newfound wealth responsibly without additional loans|0|Trade|0|0|2.4999264727508015|10.434145214930487
CUST-2137|33|47000|680|150000|60|Art teacher faces lawsuit over unpaid damages; student support network helps bridge temporary gap until case resolved|1|Education|0|1|3.1914214591178913|10.757924157061597
CUST-8651|38|99000|820|170000|36|Account executive utilizes trust fund distributions coupled with sound business acumen allows continued growth after payoff initial startup liabilities|0|Business|1|0|1.7171543721780589|11.502885230075814
CUST-1543|50|21000|600|65000|24|Nurse experiencing sudden windfall through lottery winnings applies proceeds towards mortgage relief rather than expansion [Note: High debt-to-income]|1|Medical|1|1|3.095090709966192|9.952325334619427
CUST-7890|44|76000|720|130000|48|Chef at local restaurant taking early promotions pays off large school loans ahead of schedule thanks diligent saving habits|0|Service|0|0|1.7105038091604057|11.23850177707664
CUST-4276|28|59000|630|125000|60|Designer freelancer struggling post industry downturn turns down more work leveraging liquidated stock options against existing obligations [Note: High debt-to-income]|1|Service|0|1|2.1186081591837427|10.985309671896763
CUST-3912|22|43000|690|75000|24|Driver inheriting property decides not take out further loans opting instead into long term investment plans|0|Trade|0|0|1.7441454849887212|10.668978650219241
CUST-1004|40|61000|760|120000|36|Mechanic uses regular bonus checks combined with disciplined spending plan eliminates need for extra financing tools|0|Trade|1|0|1.9671808658874446|11.0186455364637
CUST-2738|37|87000|780|145000|24|Business consultant benefits from company buyout agreement avoids default risk using equity stake profitability enhancement strategy|0|Business|0|0|1.6666475097987379|11.373674891823535
CUST-6810|25|39000|580|70000|36|Teacher receives annual performance review raise allowing clear delineation away from previous fiscal concerns|0|Education|0|0|1.7948257736981104|10.571342565808699
CUST-7123|49|81000|700|135000|60|Executive hiring assistant secured firm position leading to improved balance sheet freeing up resources previously directed toward home repair bills|0|Business|0|0|1.6666460907890026|11.302216779257382
CUST-1482|31|73000|730|122000|48|Programmer attaining patented software license generates ample royalties negating past reliance on short-term lender solutions|0|Tech|0|0|1.6712099834248846|11.19822841866684
CUST-9056|55|95000|790|155000|24|Journalist receiving book advance funds manage monthly living expenses effectively circumventing traditional bank lines|0|Other|0|0|1.631561773033968|11.461642696843066
CUST-3451|24|64000|620|90000|36|Intern negotiated end-of-semester bonuses resulting in no longer requiring external financing mechanisms|0|Student|0|0|1.4062280276870673|11.06665398721974
CUST-6289|41|84000|740|140000|24|Receptionist gains significant severance package during corporate restructuring phase reducing necessity for immediate monetization efforts via creditor agreements|0|Other|0|0|1.6666468256330282|11.338583982516495
CUST-8573|46|88000|770|160000|36|Private investigator discovers hidden asset leads increasing net worth which alleviates any pressing needs for consolidation borrowing|0|Other|0|0|1.8181611572595766|11.385103457032141
CUST-2297|34|69000|660|115000|48|Security expert gets top secret project compensation covering all known current indebtedness enabling discretionary spend ceasing prior dependence on private financiers|0|Other|0|0|1.666642512427356|11.141876276228
CUST-0814|29|57000|600|90000|60|Bank teller’s coaching certification qualifies her to instruct others generating passive income sufficient enough that she does not require supplementary assistance when planning purchases such as vehicles|0|Other|0|0|1.5789196680759987|10.950824090522445
CUST-1137|47|92000|750|132000|36|HVAC technician acquires energy efficiency system grant reduces utility bill strain lessening likelihood seeking outside credit facility usage|0|Trade|0|0|1.4347670134020283|11.429554725537322
CUST-3582|30|66000|650|110000|24|Pilots obtain aviation merger commission mitigating economic instability thus obviating recourse to commercial installment services|0|Other|0|0|1.6666414145240223|11.097425172408931
CUST-2368|45|86000|760|135000|60|Airline reservations agent securing airport service partnership provides consistent flow of premium ancillary revenues nullifying erstwhile dependency upon secondary banks|0|Service|0|0|1.569749188962919|11.362114203075018
CUST-9012|28|70000|630|112000|36|Marketing manager lands exclusive brand ambassador role proliferating earnings beyond basic remuneration precluding requirement for subsequent leverage facilities|0|Business|0|0|1.599977143183669|11.156264806643742
CUST-0492|42|87000|780|145000|24|Engineering analyst achieves critical systems upgrade payment immediately following successful tender bid making present day advances unnecessary|0|Other|0|0|1.6666475097987379|11.373674891823535
CUST-3847|33|65000|670|108000|60|Financial advisor accumulates sizeable client base proffering diverse sources yield superseding former constraints necessitated underpinning requirements for consumer durables procurement|0|Other|0|0|1.6615128998015416|11.082157933374816
CUST-6725|49|91000|740|138000|36|Physiotherapist participates in clinic franchise initiative accruing incrementally scalable returns diminishing potential engagement with peer institutions providing collater0rized sums|0|Medical|0|0|1.5164668520126152|11.418625774449596
CUST-1694|26|58000|610|87000|24|Cycling enthusiast wins sponsorship offer elevating disposable household margin above what was customarily accessible thereby removing pressure to secure backing instruments once again|0|Other|0|0|1.4999741383769245|10.968215530759236
CUST-2153|44|90000|720|133000|60|Healthcare administrator integrates hospital management training program garnering higher responsibility roles amplifying overall capacity whilst rendering extracurricular infusion channels redundant|0|Other|0|0|1.477761358207131|11.407576060361786
CUST-8172|27|61000|640|113000|36|Event coordinator captures prime venue deals facilitating an uptick in event hosting capability abrogating historical precedence of resorting to intermediaries offering guaranteed yet restrictively priced credit extensions|0|Other|0|0|1.852428648710677|11.0186455364637
CUST-0034|55|32000|680|150000|36|Startup investor faces financial strain due to recent legal battles over patent rights [Note: History of late payments]|1|Other|0|0|4.687353520202493|10.373522431293592
CUST-0178|22|27000|720|75000|48|Real estate agent benefits from inheritance boosting creditworthiness despite fluctuating sales volumes|0|Business|1|0|2.777674900929595|10.203629181337648
CUST-0263|45|18000|600|50000|24|Retired school teacher receives regular dividends that support unexpected home repair expenses [Note: History of late payments]|1|Education|0|0|2.7776234653630354|9.798182590890704
CUST-0389|36|30000|690|85000|12|Construction professional suffers loss after lawsuit impacts ability to pay off loans|1|Trade|0|1|2.833238892036932|10.308985993422082
CUST-0412|41|49000|760|30000|12|Chef accumulates substantial unpaid wages leading to default amid declining restaurant revenues|1|Service|0|1|0.6122324034203384|10.799595985047786
CUST-0521|50|29000|670|40000|24|University professor secures stable salary plus endowment allowing good loan performance|0|Education|0|0|1.3792627840419296|10.275085591132715
CUST-0599|28|20000|650|60000|24|Art dealer gains significant insurance compensation covering educational funds for children [Note: History of late payments]|1|Other|1|0|2.999850007499625|9.90353755128617
CUST-0643|33|35000|700|120000|36|Business owner leverages venture capital success into better personal finances avoiding defaults [Note: History of late payments]|1|Business|1|0|3.428473472186509|10.463131911491967
CUST-0756|48|50000|780|20000|24|Driver inherits property increasing net worth while maintaining consistent monthly earnings|0|Trade|0|0|0.3999920001599968|10.819798284210286
CUST-0823|27|31000|630|80000|36|Account executive takes advantage of trust fund surplus resulting in excellent payment history|1|Business|1|0|2.5805619173575045|10.34177474101152
CUST-0902|39|26000|660|140000|48|Service industry veteran pays premium health plan upfront which eases future bills [Note: History of late payments]|1|Service|0|0|5.38440829198877|10.165890277802454
CUST-0964|46|40000|710|110000|24|Consultancy firm profits lead managerial role ensuring enough liquid assets to cover large purchases|0|Other|0|0|2.749931251718707|10.596659732783579
CUST-0997|47|34000|720|160000|12|Neglecting asset management leads plumber to riskier lending outcomes|1|Trade|0|0|4.705743948707391|10.434145214930487
CUST-1055|24|25000|640|30000|24|Tech entrepreneur’s rapid startup growth translates directly into reliable loan repayments|0|Tech|0|0|1.1999520019199232|10.12667110305036
CUST-1119|52|24000|610|75000|24|Photographer diversifies portfolio reducing dependence on singular source of income thus safeguarding against potential risks|1|Other|0|0|3.124869797091788|10.085850775128717
CUST-1193|38|47000|770|100000|24|Dedicated nurse improves living standards through careful spending habits post bonus receipt|0|Medical|1|0|2.127614306078594|10.757924157061597
CUST-1246|30|28000|620|40000|36|Mechanic balancing new car purchase with other obligations exhibits sound judgment regarding installments|0|Trade|0|0|1.4285204099853577|10.239995502805316
CUST-1312|53|33000|640|50000|12|Plumbing business hit hard financially; however, existing equity can still satisfy major needs without derailing plans|1|Business|0|0|1.5151056028605194|10.404293143019792
CUST-1367|37|41000|680|90000|48|Professional chef finds balance managing culinary career alongside student tuition fees|0|Service|0|0|2.1950684129655373|10.62135173563291
CUST-1425|44|37000|690|65000|24|Designer freelancer handles multiple projects efficiently providing ample disposable income|0|Service|0|0|1.7567092781276181|10.518700218288165
CUST-1488|25|22000|650|45000|24|Bank teller utilizes loyalty bonuses effectively keeping extra money secure yet accessible|0|Other|0|0|2.0453615744738873|9.99884318585288
CUST-1533|36|38000|660|70000|36|Student athlete juggles sports sponsorship deals wisely reflecting improved economic status|0|Student|0|0|1.8420567879792638|10.545367754151743
CUST-1589|43|30000|630|48000|48|Waitress uses tips well managed across various venues contributing significantly towards her mortgage|0|Service|0|0|1.5999466684443853|10.308985993422082
CUST-1654|49|28000|640|80000|12|Engineering graduate lands lucrative consulting gig influencing overall fiscal stability positively [Note: High debt-to-income]|1|Student|0|1|2.8570408199707154|10.239995502805316
CUST-1712|35|24000|650|32000|24|Private tutor expertise results in solidified customer base offering dependable recurring fee system|0|Education|0|0|1.3332777800924962|10.085850775128717
CUST-1767|31|27000|670|43000|12|Blue-collar electrician builds wealth steadily making him less likely to face adverse effects during market shifts|1|Trade|0|0|1.5925336098663012|10.203629181337648
CUST-1832|51|26000|660|62000|24|Executive assistant saves diligently using company resources minimizing external borrowing necessity|0|Business|0|0|2.384523672166455|10.165890277802454
CUST-1913|46|32000|700|115000|48|Attorney secured judicial victory influx fortifying clientele network enabling robust loan application [Note: History of late payments]|1|Other|0|0|3.5936376988219116|10.373522431293592
CUST-1984|29|44000|680|88000|12|Commitment to self improvement manifests in higher income level mitigating past setbacks related to bankruptcy|0|Other|0|0|1.9999545464875799|10.691967639914864
CUST-2046|34|25000|630|55000|24|Freelance writer thrives via crowdfunded book project yielding additional monetary security buffer|0|Other|0|0|2.1999120035198594|10.12667110305036
CUST-2119|47|36000|740|150000|48|HVAC technician invests part proceeds from successful equipment sale eliminating any possibility of negative trade outcome affecting credibility [Note: erratic cash flow]|1|Trade|0|1|4.166550929140858|10.491301994830229
CUST-2193|50|21000|650|72000|24|Financial analyst navigates volatile stock options carefully building an excess reserve assuring no undue pressure falls onto their shoulders [Note: erratic cash flow]|1|Other|0|1|3.4284081710394743|9.952325334619427
CUST-2254|37|29000|660|58000|12|Marketing director increases brand value exponentially generating more predictable long term return stream|0|Other|0|0|1.9999310368607979|10.275085591132715
CUST-2318|52|23000|620|67000|24|Software developer acquires advanced certification elevating employability prospects securing greater than average yearly returns|1|Tech|0|0|2.9129168297030565|10.043292972227004
CUST-2391|39|33000|720|110000|12|Graphic designer launches online course series successfully creating sufficient passive income [Note: erratic cash flow]|1|Service|0|1|3.3332323262931425|10.404293143019792
CUST-2453|48|20000|610|42000|48|Trade apprentice masters his craft excelling at negotiations gaining favorable tradesmen association membership grants safety margin|0|Other|0|0|2.0998950052497376|9.90353755128617
CUST-2517|45|35000|730|140000|24|Healthcare administrator applies newly acquired skills opening doors to private practice establishing safe zone away from previous clinic instability concerns [Note: History of late payments]|1|Medical|0|0|3.999885717550927|10.463131911491967
CUST-2582|27|42000|670|54000|12|Pilot retrained underlines exceptionally demanding airline conditions necessitating increased coverage hence heightened responsibility awareness|0|Other|0|0|1.2856836741982334|10.645448706505872
CUST-1234|37|75000|780|65000|24|Financial analyst faces divorce proceeding draining resources despite good credit score|1|Other|0|1|0.8666551112651831|11.225256725762893
CUST-4567|42|85000|760|220000|60|Retired school teacher receives large insurance payment boosting financial stability while managing healthcare expenses responsibly [Note: High debt-to-income]|1|Education|1|1|2.5882048446488866|11.350418300109132
CUST-5678|26|28000|570|15000|36|Recent graduate lands consulting gig increasing monthly earnings significantly after student loans settled early [Asset: Family Guarantor]|0|Student|0|0|0.5356951537445092|10.239995502805316
CUST-6789|49|60000|650|100000|48|Bankrupt due to failed startup ventures amid legal battles over patents leading to poor financials even though substantial inheritance was expected [Note: High debt-to-income]|1|Other|1|1|1.6666388893518442|11.002116507732017
CUST-7890|54|120000|840|60000|36|Market broker facing lawsuits related to fraudulent activities resulting in severe penalties impacting net worth negatively|1|Business|0|0|0.49999583336805525|11.695255355062795
CUST-8901|22|18000|610|50000|24|Promoted IT professional achieves stable salary increase making it feasible to handle higher mortgage payments comfortably without leveraging too much against future prospects [Note: erratic cash flow]|1|Business|0|1|2.7776234653630354|9.798182590890704
CUST-9012|53|50000|640|130000|12|Construction project manager enduring loss through bad investment choices during economic downturn causing distressful balance sheet status|1|Trade|0|0|2.599948001039979|10.819798284210286
CUST-0123|36|32000|590|120000|48|Executive chef dealing with fluctuating restaurant business finances struggling under short term liabilities outweighing long term potential bonuses [Note: erratic cash flow]|1|Service|0|1|3.749882816161995|10.373522431293592
CUST-1234|45|80000|790|80000|24|Private sector bank employee experiences unstable stock options reducing perceived wealth although base salary remains solid|0|Other|0|1|0.999987500156248|11.289794413577894
CUST-2345|33|22000|610|140000|48|Software developer benefits from company sponsored training program improving employability within industry thus enhancing personal asset value|0|Tech|0|0|6.363347120585428|9.99884318585288
CUST-3456|27|70000|770|160000|12|Freelance artist receiving trust fund support allowing better management of irregular freelance work cycles maintaining positive fiscal discipline|0|Service|1|0|2.285681633119527|11.156264806643742
CUST-4567|59|115000|800|120000|24|Business owner uses equity financing methodically growing firm ensuring ample liquid funds cover operational needs effectively|0|Business|0|0|1.043469187224459|11.652696102959753
CUST-5678|31|36000|630|100000|48|Junior lawyer settling into practice gains reputation quickly attracting lucrative cases bolstering confidence regarding newfound affluence [Note: erratic cash flow]|1|Other|0|1|2.7777006194272382|10.491301994830229
CUST-6789|40|65000|680|90000|36|Health services provider sees regular dividends flowering thanks to efficient resource allocation amplifying overall portfolio performance positively|0|Other|0|0|1.3845940831679513|11.082157933374816
CUST-7890|21|17000|560|110000|24|Highschool tutor acquires skills diversify teaching roles across subjects providing consistent demand throughout academic year lifting their ability to manage larger educational obligations safely [Note: erratic cash flow]|1|Education|0|1|6.470207634845009|9.741027444837728
CUST-8901|55|40000|750|200000|12|Hospital administrator inherits estate prompting significant lifestyle adjustments which reflect well on capability to meet increased living standards sustainably [Note: History of late payments]|1|Real Estate|0|0|4.999875003124922|10.596659732783579
CUST-9012|48|77000|780|170000|24|Public relations executive negotiates favorable annual bonus agreement securing continuous improvement in disposable income levels indicating sound decision-making capacity|0|Business|1|0|2.2077635355384997|11.251573687764477
CUST-0123|38|82000|760|95000|48|Real Estate Agent buys first property at below market rate using profits earned helping stabilize immediate housing situation more than doubling original purchase price later|0|Real Estate|0|0|1.1585224570432069|11.314486721293981
CUST-1234|25|45000|550|130000|24|Data scientist secures grant aid easing research pursuits also reinforcing credibility among peers encouraging collaborative opportunities fostering career advancement|1|Tech|0|0|2.888824692784605|10.714439990727769
CUST-2345|47|50000|720|140000|12|Accountant utilizes tax planning strategies optimizing returns efficiently contributing towards establishing reliable reserves benefiting household security greatly [Note: High debt-to-income]|1|Business|0|1|2.7999440011199774|10.819798284210286
CUST-3456|35|110000|730|90000|36|Consultant hones expertise advisory role offering diverse clientele nurturing networks further augmenting reliability concerning billable hours accruement progressively strengthening positionality|0|Business|0|0|0.818174380232907|11.608244735642321
CUST-4567|24|20000|640|150000|24|Cycling enthusiast launches successful online storefront selling branded merchandise expanding customer reach creating robust sales trajectory signaling promising entrepreneurship prowess [Note: High debt-to-income]|1|Service|0|1|7.499625018749063|9.90353755128617
CUST-5678|51|70000|780|200000|12|Professional athlete ends season signing multiyear deal raising profile elevating fanbase size ultimately translating to greater exposure effectually balancing book royalties versus spending habits adeptly managed [Note: erratic cash flow]|1|Business|0|1|2.8571020413994086|11.156264806643742
CUST-6789|28|55000|650|120000|24|Automotive technician invests in certification courses sharpening skill set qualifies for premium service positions driving wages upwards incrementally fortifying labor intensive occupation livelihood steadily rising above baseline expectancy|0|Trade|0|0|2.1817785131179432|10.915106645867503
CUST-7890|57|100000|790|210000|24|Nuclear physicist publishes paper gaining recognition opening doors to international collaboration projects introduces foreign currency deposits supporting domestic purchasing power growth manifestation showcasing disciplined saving ethos|0|Other|0|0|2.099979000209998|11.51293546492023
CUST-8901|29|52000|620|180000|36|Pilot obtains private jet lease arrangement facilitating global travel frequency accelerating networking abilities hence garnering multifold referral leads indicative of burgeoning self-made empowerment yielding exceptional profit margin enhancements consistently observable [Note: erratic cash flow]|1|Other|0|1|3.4614718947712544|10.859018228147887
CUST-9012|41|130000|760|230000|24|Event planner orchestrates charitable events harnessing social media influence magnifying public presence generates secondary streams of passive income demonstrating acumen in maximizing limited available channels judiciously|0|Other|0|0|1.769217159868001|11.775297421715827
CUST-1234|45|28000|780|75000|48|Plumber facing overdue payments due to sudden business downturn|1|Trade|0|0|2.678475768722546|10.239995502805316
CUST-5678|37|62000|720|120000|12|Nurse inherits estate significantly boosting finances posthumous event|0|Medical|0|0|1.9354526539894519|11.034905792929415
CUST-9012|26|18000|560|60000|24|Waitress secured additional funds through inheritance unexpected windfall [Asset: Inheritance Trust]|0|Service|1|0|3.3331481584356424|9.798182590890704
CUST-3456|53|32000|690|85000|36|Student entrepreneur secures venture capital investment|1|Business|1|0|2.656166994781413|10.373522431293592
CUST-7890|42|49000|760|130000|48|Retired teacher suffers large divorce settlement diminishing net worth considerably|1|Education|0|1|2.653007081488133|10.799595985047786
CUST-1245|54|23000|700|50000|36|Teacher faces unexpected lawsuit expenses compromising ability to pay back loans|1|Education|0|1|2.1738185296291466|10.043292972227004
CUST-6789|35|120000|680|200000|24|Consultant receives trust fund windfall enabling stable long term finances|0|Business|1|0|1.6666527778935176|11.695255355062795
CUST-4321|45|65000|760|80000|12|Nursing assistant inherits property easing immediate financial burdens|0|Real Estate|0|0|1.23075029614929|11.082157933374816
CUST-2345|28|27000|640|150000|24|Driver secured venture capital investment boosting creditworthiness|1|Trade|1|0|5.55534980185919|10.203629181337648
CUST-7890|38|18000|550|20000|36|Retired plumber incurs significant legal fees due to an unforeseen will contest [Note: History of late payments]|1|Trade|0|0|1.1110493861452142|9.798182590890704
CUST-3456|29|80000|720|100000|24|Accountant benefits from insurance settlement ensuring continued solvency|0|Business|1|0|1.2499843751953101|11.289794413577894
CUST-8901|41|55000|710|100000|24|Unstable freelance work leaves little room for large liabilities despite good earnings|1|Other|0|1|1.8181487609316194|10.915106645867503
CUST-0987|32|75000|680|150000|48|Junior lawyer takes over inheritance responsibilities allowing better management of new wealth|0|Other|1|0|1.999973333688884|11.225256725762893
CUST-1357|22|30000|650|50000|36|Pharmaceutical salesperson suffers declining revenues leading to potential default risk|1|Other|0|1|1.6666111129629013|10.308985993422082
CUST-4657|36|60000|750|150000|24|Student entrepreneur leverages royalty checks into more manageable installments|0|Business|1|0|2.4999583340277662|11.002116507732017
CUST-8932|47|95000|790|200000|48|Software developer acquires asset through sale exceeding initial obligation expectations|0|Tech|0|0|2.1052409974631847|11.461642696843066
CUST-7534|50|120000|730|300000|24|Chef utilizes bonuses received during event planning season effectively reducing risks|0|Service|0|0|2.4999791668402764|11.695255355062795
CUST-5672|26|62000|740|70000|24|Real estate agent’s divorce proceeds settle outstanding consumer charges promptly|1|Real Estate|0|1|1.1290140481605135|11.034905792929415
CUST-6894|23|40000|690|75000|24|Art gallery owner gains substantial dividends covering past dues|0|Business|0|0|1.8749531261718457|10.596659732783579
CUST-2468|45|70000|760|150000|48|Healthcare manager supports elder parent financially after sudden illness|1|Business|0|0|2.1428265310495562|11.156264806643742
CUST-3647|30|50000|720|100000|36|Construction project finishes early providing bonus payment security|0|Trade|1|0|1.999960000799984|10.819798284210286
CUST-9832|37|77000|820|120000|24|Financial analyst secures extra funds via performance bonds preventing defaults|0|Other|0|0|1.5584213192036467|11.251573687764477
CUST-5789|33|58000|710|200000|12|Bank executive navigates liquidating nonessential luxury items avoiding delinquency [Note: History of late payments]|1|Business|0|0|3.4482164100618955|10.968215530759236
CUST-2857|44|100000|740|250000|24|Business strategist gets stock options settled efficiently maintaining excellent standing|0|Business|0|0|2.4999750002499974|11.51293546492023
CUST-6792|24|48000|700|60000|36|Pilot accumulates profitable side hustle flight instructing helping offset primary business strains|0|Business|0|0|1.2499739588758567|10.778977123006351
CUST-1453|41|110000|730|180000|48|Engineering technician wins scholarship grant assisting educational goals whilst managing mortgage|0|Trade|0|0|1.636348760465814|11.608244735642321
CUST-9783|29|67000|750|130000|48|Personnel officer covers courtroom battleout using excess salary marginally above minimum requirement|0|Other|0|0|1.9402695482156982|11.112462823634855
CUST-3574|50|130000|770|220000|24|Direct marketing expert combines consistent clientele growth with prudent lending practices achieving superior status|0|Other|0|0|1.6922946746563488|11.775297421715827
CUST-8943|47|140000|790|250000|24|Transport coordinator handles occasional surges in ridership successfully securing additional resources ahead of needs|0|Other|0|0|1.7857015307033521|11.849404844423074
CUST-1968|31|90000|720|160000|24|Management consultant pays off recent holiday home purchase swiftly showcasing solid fiscal health|0|Business|0|0|1.7777580249108342|11.407576060361786
CUST-5784|27|85000|700|120000|48|Hospitality director uses annual profit distribution wisely mitigating any future lapses|0|Other|0|0|1.4117480970812109|11.350418300109132
CUST-2468|45|80000|720|140000|24|Airline operations supervisor negotiates favorable lease adjustments keeping overhead within limits|0|Other|0|0|1.749978125273434|11.289794413577894
CUST-9832|37|87000|760|170000|24|Public relations firm experiences year-round stability thanks to diversified portfolio minimizing exposure to single source volatility|0|Other|0|0|1.9540005287295548|11.373674891823535
CUST-6792|24|82000|730|130000|36|Freight shipping controller optimizes cargo rates contributing positively towards overall balance sheet strengthening their capacity to cover all commitments|0|Other|0|0|1.5853465201643882|11.314486721293981
CUST-1453|41|93000|750|200000|48|Marketing research lead harvests competitor analysis findings turning them into lucrative opportunities thus averting possible shortfalls|0|Other|0|0|2.1505145105966603|11.440365524765756
CUST-9783|29|97000|760|210000|24|Event production professional maximizes ticket yields which translates directly into lower borrowing requirements preserving great credibility|0|Business|0|0|2.1649261347821156|11.48247656671073
CUST-8943|47|150000|780|240000|24|Operations logistics head implements just-in-time inventory system cutting unnecessary storage costs thereby improving net worth position significantly|0|Other|0|0|1.599989333404444|11.918397239722838
CUST-1968|31|99000|720|220000|48|Corporate communications chief assists company expansion plans diligently reinvesting returns before considering external assistance|0|Other|0|0|2.2221997757598406|11.502885230075814
CUST-5784|27|102000|700|230000|24|Graphic design studio owners distribute creative output across various clients evenly resulting in reduced operational pressure making full responsibility easier|0|Other|0|0|2.254879854119077|11.532737896139919
CUST-2468|45|110000|740|260000|24|Travel agency leader enhances travel package appeal drawing higher premiums reflective of improved customer experience fostering self sufficiency|0|Service|0|0|2.363614876228398|11.608244735642321
CUST-9832|37|115000|770|270000|48|Compliance team member excels at policy interpretation streamlining processes saving considerable amounts previously allocated toward error correction [Risk: Pending lawsuit]|1|Other|0|1|2.3478056712550326|11.652696102959753
CUST-6792|24|120000|730|280000|24|Media buying veteran consolidates multiple deals yielding increased commission margins establishing robust reserves ready against fluctuations|0|Other|0|0|2.3333138890509244|11.695255355062795
CUST-4520|45|28000|780|80000|36|Teaching assistant faces sudden lawsuits impacting finances negatively|1|Education|0|0|2.8570408199707154|10.239995502805316
CUST-0987|34|110000|795|200000|48|Professional surgeon struggles after major surgery expenses depleting resources unexpectedly [Note: History of late payments]|1|Medical|0|0|1.81816528940646|11.608244735642321
CUST-1837|22|29000|650|60000|12|Intern at marketing firm finds windfall due to successful project completion early|0|Student|1|0|2.0688941760628943|10.275085591132715
CUST-5624|50|55000|810|100000|36|Dentist facing declining patient base leading to financial strain despite stable salary|1|Medical|0|1|1.8181487609316194|10.915106645867503
CUST-8102|37|32000|705|120000|12|Plumber experiencing unstable contract work causing inconsistent earnings affecting creditworthiness|1|Trade|0|1|3.749882816161995|10.373522431293592
CUST-3910|26|130000|640|60000|48|Software developer inheriting significant funds boosts net worth substantially improving payment reliability|0|Tech|0|0|0.4615349112699133|11.775297421715827
CUST-7451|41|30000|660|200000|48|Art teacher secures insurance settlement post accident which greatly assists liquidity position making payments more manageable|1|Education|1|0|6.666444451851605|10.308985993422082
CUST-0892|38|24000|720|30000|36|Retired nurse benefits from large estate sale increasing available capital enabling better handling of monthly obligations|0|Medical|0|0|1.249947918836715|10.085850775128717
CUST-2745|27|21000|590|200000|12|Driver working full time experiences overdue accounts receivables pressuring current fiscal stability [Note: erratic cash flow]|1|Trade|0|1|9.523356030665207|9.952325334619427
CUST-0423|55|15000|760|80000|48|Accountant who receives royalty checks sees an influx into personal wealth allowing consistent repayments ahead schedule [Note: History of late payments]|1|Business|1|0|5.332977801479902|9.61587214452889
CUST-6713|40|60000|805|200000|36|Mechanic acquiring venture capital investment positively shifts ability to meet financial commitments [Note: History of late payments]|1|Trade|1|0|3.3332777787036885|11.002116507732017
CUST-1184|23|120000|620|40000|24|Consultant lands big client deal resulting in increased profit margins ensuring reliable disbursement capability|0|Business|0|0|0.3333305555787035|11.695255355062795
CUST-2958|21|170000|695|150000|48|Business owner uses inheritance towards reducing outstanding liabilities facilitating timely fulfillment|0|Business|1|0|0.8823477508955829|12.04355959836804
CUST-7836|49|26000|630|100000|36|Engineer dealing with legal fees from dispute compromising short term solvency even though long term prospects remain solid [Note: History of late payments]|1|Tech|0|0|3.846005922849121|10.165890277802454
CUST-9451|31|20000|750|50000|24|Chef using trust fund support lessens dependency on regular wages thus easing immediate financial stressors|0|Service|1|0|2.4998750062496877|9.90353755128617
CUST-4189|22|190000|680|160000|48|Service provider getting asset backlog cleared through new business launch providing necessary liquidity|0|Service|0|0|0.8421008310482576|12.154784614286667
CUST-5693|35|180000|650|180000|36|Trust Fund beneficiary demonstrating improved capacity to handle existing loans thanks to received sum|0|Other|1|0|0.9999944444753085|12.100717685412471
CUST-8265|24|220000|780|40000|24|Technology startup founder obtains private equity infusion alleviating pressure off operational financing needs|0|Business|0|0|0.18181735537565738|12.301387370778713
CUST-3452|48|34000|640|60000|36|Journalism professor encountering reduced student body fee collections leads to tighter budgets complicating installment schedules [Note: High debt-to-income]|1|Education|0|1|1.7646539807652717|10.434145214930487
CUST-7812|36|110000|710|220000|24|Photographer landing corporate gig generates sufficient advance coverage that eases prior dues directly|0|Other|0|0|1.9999818183471059|11.608244735642321
CUST-5974|42|270000|730|200000|48|Freelance writer utilizing bonus secured during peak season enhances disposable income availability promoting dependable service closure|0|Service|1|0|0.7407379972666768|12.506180941677357
CUST-0348|20|290000|660|200000|12|Negotiator leveraging recent court ruling against opposing party provides needed resource pool reduction overhead burdens significantly|0|Other|0|0|0.6896527943007094|12.577639650232573
CUST-1253|47|200000|740|100000|48|Real Estate agent closing lucrative property transaction frees up considerable reserve bolstering refinancing power|0|Real Estate|0|0|0.49999750001249993|12.206077645517674
CUST-8512|29|150000|670|50000|12|Administrative Assistant receiving performance bonuses strengthen their annual compensation potential rendering them favorably situated to honor all monetary agreements|0|Other|0|0|0.33333111112592584|11.918397239722838
CUST-9283|28|130000|650|150000|48|Marketing Specialist finding successive sales opportunities generate additional revenues supporting quick clearing of owed sums without hindrance|0|Business|0|0|1.1538372781747832|11.775297421715827
CUST-3674|43|250000|690|180000|36|Healthcare Consultant negotiating higher stipends amid industry demand reduces borrowing necessity while maintaining good standing|0|Business|0|0|0.7199971200115199|12.429220196836383
