age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
60,3600.0,0.75,7000.0,24,2,3,20,Salaried,High School,Divorced,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
23,2200.0,0.7,2000.0,12,2,0,2,Student,Diploma,Single,Urban,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
42,1900.0,0.99,4000.0,24,9,5,16,Unemployed,Bachelor,Married,Rural,"I have been unemployed for a while, and my savings are almost depleted.",1,negative,0.8329399228096008,High,High Risk
36,13500.0,0.25,37000.0,60,0,0,14,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
59,5000.0,0.7,10000.0,24,1,2,20,Self-Employed,High School,Married,Suburban,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
28,5500.0,0.36,10500.0,24,0,0,6,Salaried,Bachelor,Single,Urban,I have a stable job and excellent credit; this loan is for a home improvement project.,0,neutral,0.5335102081298828,Low,Low Risk
66,1700.0,0.98,2800.0,12,8,4,20,Unemployed,Diploma,Divorced,Rural,"My current debts are overwhelming, and I'm finding it very hard to keep up.",1,negative,0.9357419013977051,High,High Risk
40,8000.0,0.35,16000.0,36,0,1,16,Salaried,Bachelor,Married,Suburban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
55,17000.0,0.18,45000.0,60,0,2,20,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
32,1800.0,0.93,3000.0,12,5,2,7,Unemployed,High School,Single,Rural,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
42,12890.0,0.28,28000.0,48,0,1,11,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
28,3150.0,0.81,38000.0,60,6,4,2,Self-Employed,Diploma,Single,Urban,"My credit history isn't ideal, but I'm determined to make things right this time.",1,neutral,0.5106688737869263,Low,Low Risk
55,6200.0,0.55,22000.0,36,2,2,8,Salaried,Bachelor,Married,Suburban,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
23,4500.0,0.42,15000.0,24,0,0,1,Salaried,Bachelor,Single,Urban,"My career is just starting, but I have a stable job and good prospects.",0,neutral,0.7677231431007385,Low,Low Risk
63,3800.0,0.35,8000.0,12,0,0,15,Unemployed,Diploma,Divorced,Rural,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
39,15500.0,0.92,45000.0,60,7,5,9,Salaried,Master,Married,Urban,I'm struggling with my current debt and need this loan to prevent default.,1,neutral,0.6029788851737976,Low,Low Risk
48,8900.0,0.31,25000.0,36,0,1,13,Self-Employed,Bachelor,Married,Suburban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
31,2800.0,0.95,20000.0,48,5,3,3,Student,Diploma,Single,Urban,"My employment situation is currently uncertain, but I'm actively seeking stability.",1,neutral,0.6623184084892273,Low,Low Risk
59,7100.0,0.62,30000.0,60,3,2,9,Salaried,Bachelor,Divorced,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
26,5300.0,0.48,18000.0,36,1,1,3,Salaried,Bachelor,Single,Suburban,I'm building my financial future and aiming for smart investments.,0,neutral,0.7991011142730713,Low,Low Risk
34,1800.0,0.79,12000.0,24,4,2,1,Unemployed,High School,Divorced,Rural,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
51,9500.0,0.21,10000.0,12,0,0,18,Salaried,Master,Married,Urban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
46,4100.0,0.68,28000.0,60,3,3,6,Self-Employed,Diploma,Single,Urban,I'm going through a tough financial period and really need this support.,1,neutral,0.6586728692054749,Low,Low Risk
67,5200.0,0.45,12000.0,24,0,1,17,Self-Employed,Bachelor,Married,Rural,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
36,17500.0,0.98,49000.0,60,9,4,7,Salaried,Master,Divorced,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8000.0,0.38,15000.0,24,1,1,10,Salaried,Bachelor,Married,Suburban,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
29,2300.0,0.88,30000.0,60,6,5,0,Unemployed,High School,Single,Rural,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
50,11000.0,0.15,20000.0,36,0,0,16,Salaried,Master,Married,Urban,I consistently manage my credit well and have minimal outstanding debts.,0,neutral,0.6933063268661499,Low,Low Risk
33,5000.0,0.58,25000.0,48,2,2,4,Self-Employed,Diploma,Married,Suburban,I plan my budget carefully and always prioritize my financial commitments.,0,neutral,0.928871214389801,Low,Low Risk
22,3500.0,0.65,10000.0,24,1,0,0,Student,Bachelor,Single,Urban,I'm building my financial future and aiming for smart investments.,0,neutral,0.7991011142730713,Low,Low Risk
45,13500.0,0.9,40000.0,48,6,3,12,Self-Employed,Bachelor,Divorced,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
61,4000.0,0.25,5000.0,12,0,0,20,Unemployed,High School,Married,Rural,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
30,6500.0,0.4,15000.0,36,1,1,6,Salaried,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
49,2000.0,0.99,40000.0,60,8,4,5,Unemployed,Diploma,Divorced,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
37,10500.0,0.2,30000.0,48,0,1,9,Salaried,Master,Married,Suburban,"This loan is a strategic move, well within my repayment capabilities.",0,positive,0.8405129909515381,Low,Low Risk
53,5800.0,0.7,35000.0,60,4,3,7,Self-Employed,High School,Single,Rural,I'm going through a tough financial period and really need this support.,1,neutral,0.6586728692054749,Low,Low Risk
24,5000.0,0.33,10000.0,24,0,0,2,Salaried,Bachelor,Single,Urban,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
68,3200.0,0.5,7000.0,12,1,1,19,Self-Employed,Diploma,Married,Suburban,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
40,19000.0,0.85,50000.0,60,10,5,10,Salaried,Master,Single,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
35,7000.0,0.3,20000.0,36,0,1,8,Salaried,Bachelor,Married,Suburban,I plan my budget carefully and always prioritize my financial commitments.,0,neutral,0.928871214389801,Low,Low Risk
27,2500.0,0.75,15000.0,36,3,2,1,Student,Diploma,Single,Urban,"My employment situation is currently uncertain, but I'm actively seeking stability.",1,neutral,0.6623184084892273,Low,Low Risk
58,14000.0,0.18,25000.0,48,0,0,14,Salaried,Master,Married,Rural,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
43,4800.0,0.6,32000.0,60,2,2,5,Self-Employed,Bachelor,Divorced,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
65,3500.0,0.3,6000.0,12,0,1,16,Unemployed,Diploma,Married,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
32,16000.0,0.95,48000.0,60,8,4,6,Self-Employed,Master,Married,Urban,I'm struggling with my current debt and need this loan to prevent default.,1,neutral,0.6029788851737976,Low,Low Risk
47,9000.0,0.29,20000.0,36,0,1,12,Salaried,Bachelor,Single,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
25,3000.0,0.82,25000.0,48,5,3,0,Student,High School,Single,Rural,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
56,6000.0,0.52,18000.0,24,1,1,10,Salaried,Diploma,Divorced,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
69,4500.0,0.38,9000.0,12,0,0,18,Unemployed,Bachelor,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
38,11500.0,0.9,42000.0,48,7,5,8,Salaried,Master,Single,Urban,"My credit history isn't ideal, but I'm determined to make things right this time.",1,neutral,0.5106688737869263,Low,Low Risk
44,7500.0,0.22,18000.0,36,0,1,11,Salaried,Bachelor,Married,Rural,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
21,1700.0,0.9,10000.0,24,2,1,0,Student,High School,Single,Urban,"My employment situation is currently uncertain, but I'm actively seeking stability.",1,neutral,0.6623184084892273,Low,Low Risk
52,5000.0,0.68,25000.0,48,3,2,6,Self-Employed,Diploma,Married,Suburban,I'm going through a tough financial period and really need this support.,1,neutral,0.6586728692054749,Low,Low Risk
70,3000.0,0.4,5000.0,12,0,0,15,Unemployed,High School,Divorced,Rural,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
36,19500.0,0.89,47000.0,60,6,3,7,Salaried,Master,Married,Urban,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
41,8200.0,0.35,22000.0,36,1,1,10,Salaried,Bachelor,Single,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2000.0,0.92,35000.0,60,7,4,2,Unemployed,High School,Single,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
50,10000.0,0.12,15000.0,24,0,0,17,Salaried,Master,Married,Rural,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,6000.0,0.55,28000.0,48,2,2,4,Self-Employed,Bachelor,Divorced,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
22,4000.0,0.3,8000.0,12,0,0,1,Salaried,Bachelor,Single,Urban,"My career is just starting, but I have a stable job and good prospects.",0,neutral,0.7677231431007385,Low,Low Risk
55,12000.0,0.88,45000.0,60,5,3,11,Salaried,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,7800.0,0.25,20000.0,36,0,1,13,Salaried,Bachelor,Single,Urban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
28,3000.0,0.98,40000.0,60,9,5,3,Self-Employed,Diploma,Divorced,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,5000.0,0.4,10000.0,24,0,0,16,Unemployed,High School,Married,Suburban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
39,17000.0,0.8,38000.0,48,4,3,9,Salaried,Master,Married,Urban,I've struggled with late payments in the past but am committed to improving.,1,positive,0.7550084590911865,Low,Low Risk
42,8500.0,0.32,20000.0,36,0,1,11,Self-Employed,Bachelor,Married,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
23,2000.0,0.85,20000.0,48,6,4,1,Student,Diploma,Single,Urban,"My employment situation is currently uncertain, but I'm actively seeking stability.",1,neutral,0.6623184084892273,Low,Low Risk
59,6800.0,0.58,25000.0,60,2,2,9,Salaried,Bachelor,Divorced,Rural,I plan my budget carefully and always prioritize my financial commitments.,0,neutral,0.928871214389801,Low,Low Risk
67,3500.0,0.33,7000.0,12,0,1,17,Unemployed,Diploma,Married,Urban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
36,18000.0,0.93,49000.0,60,10,5,8,Salaried,Master,Single,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,9000.0,0.28,25000.0,36,0,1,10,Self-Employed,Bachelor,Married,Suburban,"This loan is a strategic move, well within my repayment capabilities.",0,positive,0.8405129909515381,Low,Low Risk
29,2200.0,0.89,30000.0,60,7,4,2,Unemployed,High School,Divorced,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11500.0,0.17,20000.0,36,0,0,18,Salaried,Master,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5500.0,0.6,30000.0,60,3,2,4,Self-Employed,Diploma,Single,Suburban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3800.0,0.45,12000.0,24,0,0,1,Salaried,Bachelor,Single,Urban,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,13000.0,0.9,47000.0,60,6,4,10,Self-Employed,Master,Married,Suburban,"My credit history isn't ideal, but I'm determined to make things right this time.",1,neutral,0.5106688737869263,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,4000.0,0.35,8000.0,12,0,0,19,Self-Employed,High School,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
39,16500.0,0.85,40000.0,48,7,4,9,Salaried,Master,Married,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
42,7000.0,0.3,18000.0,36,0,1,11,Salaried,Bachelor,Single,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
23,1800.0,0.95,15000.0,36,5,3,0,Student,High School,Single,Urban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6000.0,0.48,20000.0,48,1,2,9,Salaried,Diploma,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4200.0,0.28,6000.0,12,0,0,17,Unemployed,Bachelor,Divorced,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
36,19000.0,0.98,50000.0,60,9,5,7,Salaried,Master,Married,Urban,I desperately need this loan to consolidate my finances and avoid further issues.,1,positive,0.6893956065177917,Low,Low Risk
41,7500.0,0.25,15000.0,24,0,0,10,Self-Employed,Bachelor,Married,Rural,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
29,2500.0,0.82,25000.0,48,6,3,2,Unemployed,Diploma,Single,Urban,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,10500.0,0.15,18000.0,36,0,1,15,Salaried,Master,Married,Suburban,I consistently manage my credit well and have minimal outstanding debts.,0,neutral,0.6933063268661499,Low,Low Risk
33,5000.0,0.65,32000.0,60,4,2,4,Self-Employed,Bachelor,Divorced,Urban,I'm going through a tough financial period and really need this support.,1,neutral,0.6586728692054749,Low,Low Risk
22,4200.0,0.35,10000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,14000.0,0.9,49000.0,60,8,5,11,Salaried,Master,Married,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
48,8800.0,0.22,20000.0,36,0,1,13,Self-Employed,Bachelor,Married,Suburban,"This loan is a strategic move, well within my repayment capabilities.",0,positive,0.8405129909515381,Low,Low Risk
28,2700.0,0.88,35000.0,60,7,4,3,Student,High School,Single,Urban,"My employment situation is currently uncertain, but I'm actively seeking stability.",1,neutral,0.6623184084892273,Low,Low Risk
63,4500.0,0.4,9000.0,24,0,0,18,Unemployed,Diploma,Divorced,Rural,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
39,15000.0,0.8,35000.0,48,6,3,9,Salaried,Master,Married,Suburban,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7200.0,0.29,17000.0,36,0,1,11,Self-Employed,Bachelor,Married,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
23,1500.0,0.9,10000.0,24,4,2,0,Student,High School,Single,Rural,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6500.0,0.52,22000.0,48,1,2,9,Salaried,Diploma,Divorced,Suburban,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,3000.0,0.3,5000.0,12,0,0,17,Unemployed,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
36,17000.0,0.95,48000.0,60,8,4,8,Salaried,Master,Single,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8000.0,0.2,12000.0,24,0,0,10,Self-Employed,Bachelor,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
29,2400.0,0.9,32000.0,60,7,4,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,12000.0,0.1,20000.0,36,0,0,16,Salaried,Master,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5800.0,0.58,27000.0,48,2,2,4,Self-Employed,Bachelor,Divorced,Suburban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
22,3500.0,0.4,10000.0,24,0,0,1,Salaried,Bachelor,Single,Urban,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,13500.0,0.85,45000.0,60,6,3,10,Self-Employed,Master,Married,Rural,I've struggled with late payments in the past but am committed to improving.,1,positive,0.7550084590911865,Low,Low Risk
48,8500.0,0.25,18000.0,36,0,1,12,Salaried,Bachelor,Single,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
28,2900.0,0.95,40000.0,60,8,5,3,Unemployed,Diploma,Divorced,Urban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
63,3800.0,0.3,7000.0,12,0,0,17,Self-Employed,High School,Married,Suburban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
39,18000.0,0.9,42000.0,48,7,4,9,Salaried,Master,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7000.0,0.28,15000.0,24,0,0,11,Salaried,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
23,2000.0,0.82,20000.0,48,5,3,1,Student,High School,Single,Suburban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6200.0,0.55,25000.0,60,2,2,9,Salaried,Bachelor,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4000.0,0.25,8000.0,12,0,0,17,Unemployed,Diploma,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
36,19500.0,0.9,49000.0,60,9,5,7,Salaried,Master,Married,Suburban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8200.0,0.32,20000.0,36,0,1,10,Self-Employed,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2100.0,0.85,30000.0,60,6,3,2,Unemployed,High School,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11000.0,0.18,15000.0,24,0,0,18,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5300.0,0.6,28000.0,48,3,2,4,Self-Employed,Diploma,Divorced,Urban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3700.0,0.42,11000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,12500.0,0.88,46000.0,60,7,4,10,Self-Employed,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,3800.0,0.3,7000.0,12,0,0,17,Self-Employed,High School,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
39,18000.0,0.9,42000.0,48,7,4,9,Salaried,Master,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7000.0,0.28,15000.0,24,0,0,11,Salaried,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
23,2000.0,0.82,20000.0,48,5,3,1,Student,High School,Single,Suburban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6200.0,0.55,25000.0,60,2,2,9,Salaried,Bachelor,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4000.0,0.25,8000.0,12,0,0,17,Unemployed,Diploma,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
36,19500.0,0.9,49000.0,60,9,5,7,Salaried,Master,Married,Suburban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8200.0,0.32,20000.0,36,0,1,10,Self-Employed,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2100.0,0.85,30000.0,60,6,3,2,Unemployed,High School,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11000.0,0.18,15000.0,24,0,0,18,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5300.0,0.6,28000.0,48,3,2,4,Self-Employed,Diploma,Divorced,Urban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3700.0,0.42,11000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,12500.0,0.88,46000.0,60,7,4,10,Self-Employed,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,3800.0,0.3,7000.0,12,0,0,17,Self-Employed,High School,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
39,18000.0,0.9,42000.0,48,7,4,9,Salaried,Master,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7000.0,0.28,15000.0,24,0,0,11,Salaried,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
23,2000.0,0.82,20000.0,48,5,3,1,Student,High School,Single,Suburban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6200.0,0.55,25000.0,60,2,2,9,Salaried,Bachelor,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4000.0,0.25,8000.0,12,0,0,17,Unemployed,Diploma,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
36,19500.0,0.9,49000.0,60,9,5,7,Salaried,Master,Married,Suburban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8200.0,0.32,20000.0,36,0,1,10,Self-Employed,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2100.0,0.85,30000.0,60,6,3,2,Unemployed,High School,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11000.0,0.18,15000.0,24,0,0,18,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5300.0,0.6,28000.0,48,3,2,4,Self-Employed,Diploma,Divorced,Urban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3700.0,0.42,11000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,12500.0,0.88,46000.0,60,7,4,10,Self-Employed,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,3800.0,0.3,7000.0,12,0,0,17,Self-Employed,High School,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
39,18000.0,0.9,42000.0,48,7,4,9,Salaried,Master,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7000.0,0.28,15000.0,24,0,0,11,Salaried,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
23,2000.0,0.82,20000.0,48,5,3,1,Student,High School,Single,Suburban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
